Date,IsTrading 
20180101,0
20180215,0
20180216,0
20180219,0
20180220,0
20180221,0
20180405,0
20180406,0
20180430,0
20180501,0
20180618,0
20180924,0
20181001,0
20181002,0
20181003,0
20181004,0
20181005,0
20181231,0
20190101,0
20190204,0
20190205,0
20190206,0
20190207,0
20190208,0
20190405,0
20190501,0
20190502,0
20190503,0
20190607,0
20190913,0
20191001,0
20191002,0
20191003,0
20191004,0
20191007,0
